PATENT_ID	PATENT_CODE
US9011114B2	F04B 9/02
EP2046735B1	C07C 381/00
EP2060835B1	F16K 1/12
US20150140266A1	C08F 110/06
US9029467B2	C08L 37/00
US9029484B2	C08F 283/00
US9029503B2	C07K 1/10
EP2145913B2	C08J 3/12
US20150171342A1	H01L 51/00
US20150124152A1	G02B 1/04
US20150140605A1	C12P 21/00
US20150140638A1	C12N 9/42
US9012011B2	B32B 3/00
US9012127B2	G03F 7/26
US9029840B2	H01L 51/00
EP2178559B1	A61K 39/106
EP2754679B1	C08F 222/16
US20150107638A1	H01L 35/24
US20150125549A1	A61K 38/10
US20150125672A1	C09D 11/36
US20150141445A1	C07D 487/04
US9056894B2	C07K 14/42
US9012490B2	A01N 43/36
US9012493B2	A01N 43/10
US9012546B2	NOT FOUND
US9012565B2	C08G 18/28
US9012661B2	C07D 323/06
EP2228376B1	C07D 493/04
EP2836523B1	C08F 220/38
US20150109382A1	C09D 11/106
US9056997B2	G01D 11/00
WO2015057929A1	A47K 10/16
WO2015058344A1	C09D 5/02
WO2015078801A1	C08G 18/48
WO2015079018A1	C07D 295/096
EP2886291A1	B29C 48/41
EP2886572A1	C08G 18/50
EP2886608A1	C08L 77/06
EP2886609A1	C08L 77/06
EP2886687A1	D01F 6/82
WO2015059001A1	A61K 8/49
WO2015059068A1	C08G 64/34
EP2862872A1	C07K 11/02
EP2875179A1	D06M 16/00
EP2876121A1	C08G 18/50
US20150147699A1	G03F 7/038
WO2015061420A1	C04B 16/06
EP2864310A1	C07D 311/72
WO2015061586A2	C08G 79/04
WO2015061598A1	G01N 33/82
EP2864397A2	C08G 75/04
EP2864409A1	C08K 5/24
EP2864767A1	G01N 24/10
EP2864769A1	G01N 27/12
EP2877464A1	C07D 401/14
EP2865700A1	C08G 64/34
WO2015065906A2	C08G 75/14
EP2878599A1	C07D 405/14
EP2867247A1	C12N 15/53
EP2867248A1	C07K 14/37
EP2880023A1	C07D 307/94
EP2880024A1	C07D 307/94
EP2880027A1	C07D 401/14
US20150152136A1	C07K 1/34
US20150152179A1	C07K 16/24
WO2015089089A1	C07D 487/22
EP2880092A1	C08K 5/17
WO2015090441A1	C08F 2/28
WO2015090442A1	C08F 2/28
WO2015090443A1	C09D 5/00
WO2015090444A1	C09D 17/00
WO2015091246A1	C08G 18/50
EP2868364A1	B01D 53/14
EP2881422A1	C08J 5/18
US20150153341A1	G01N 33/569
WO2015071450A1	C08K 5/29
WO2015091410A1	A61K 31/167
WO2015091940A1	C08F 210/16
WO2015091966A1	C08F 210/16
WO2015091980A1	C08F 110/06
WO2015091981A2	C08F 210/16
WO2015091982A1	C08F 210/16
WO2015091983A1	C08F 110/06
WO2015091984A1	C08F 110/06
WO2015092048A1	C09D 4/00
WO2015092466A1	C09D 4/00
EP2882768A2	C07H 19/067
EP2882769A2	C07H 21/02
WO2015074756A1	C12P 19/34
EP2871039A1	B29C 65/02
US20150157249A1	A61B 5/157
WO2015075057A1	C08G 18/50
WO2015095276A1	A61K 31/5375
EP2872321A1	B32B 5/02
WO2015077635A2	C07C 231/00
WO2015057403A2	A61K 38/08
WO2015077763A1	C07K 14/00
EP2861262A1	A61K 47/48
EP2861285A1	A61M 15/00
EP2292601B1	C07D 209/60
EP2396316B1	C07D 403/04
US20150182518A1	A61K 31/4709
US20150182526A1	A61K 31/4985
US20150182936A1	B01J 19/12
US20150183747A1	C07D 235/16
US20150183847A1	C07K 14/545
US20150183858A1	C07K 16/18
EP2663559B1	C07D 413/12
US20150185385A1	G02B 5/30
US20150185610A1	G03F 7/038
US20150185612A1	G03F 7/038
US20150188058A1	H01L 51/00
EP2215071B1	A61K 31/352
WO2015052160A9	C07D 401/06
WO2015065906A3	C08G 79/04
US20150216172A1	NOT FOUND
US20150232504A1	C07K 1/107
US20150248052A1	G03F 7/027
EP2909207A1	C07D 487/04
EP2922578A1	A61K 51/04
EP2922770A1	B65D 83/54
EP2301911B1	C07C 231/10
EP2307344B1	C07D 307/00
WO2015143140A1	C08J 5/18
WO2015143224A1	A61K 35/14
US20150232672A1	C09D 5/08
US20150232825A1	NOT FOUND
US20150249215A1	H01L 51/00
EP2910582A1	C08F 220/18
EP2910668A2	C25D 9/02
EP2922813A1	C07C 51/14
EP2343342B1	A61L 27/52
EP2888239A1	C07D 333/38
EP2888244A1	C07D 401/14
EP2888251A1	C07D 409/14
EP2888252A2	C07D 413/04
EP2888308A1	C08G 64/34
EP2888309A1	C08G 64/34
EP2888341A1	C10G 45/02
US20150218085A1	C07C 229/08
US20150218086A1	C07C 229/08
US20150218119A1	C07D 307/78
US20150218121A1	C07D 311/74
US20150218150A1	NOT FOUND
US20150218175A1	C07D 487/04
US20150218186A1	C07D 498/04
US20150250687A1	A61K 6/891
EP2923734A1	A61P 29/00
EP1243598B1	C08F 4/645
EP1307519B1	C09D 5/44
EP2349982B1	C07C 235/38
EP2358311B1	A61F 2/44
EP2358689B1	C07D 277/82
EP2361120B1	A61K 8/02
EP2361398B1	C09B 67/22
EP2889043A2	C07H 15/04
EP2889076A1	B01D 67/00
US20150218195A1	C07F 19/00
US20150218348A1	NOT FOUND
US20150218429A1	C09J 179/04
US20150218453A1	C09K 19/38
US20150218490A1	C11D 3/20
US20150250794A1	A61K 31/5377
EP2912035A1	C07D 413/12
EP2912043A1	C07F 9/09
EP2912168A1	C12N 9/00
WO2015121626A1	A61L 28/00
EP1507756B1	C07C 311/14
EP2393832B1	C07K 14/52
EP2889624A2	G01N 33/533
US20150218731A1	D01F 6/82
US20150236274A1	H01L 51/00
US20150251387A1	B32B 27/06
US20150252071A1	C07H 19/20
US20150252147A1	C08G 69/26
WO2015095960A1	C08L 23/22
WO2015097031A1	B29C 48/41
WO2015123461A1	G01N 21/65
WO2015123552A1	C08G 69/32
EP1694648B1	C07D 213/61
EP2399925B1	C07K 1/13
EP2401268B1	C07D 401/14
EP2406226B1	C07D 213/82
EP2411528B1	C07H 13/04
US9136484B2	H01L 51/00
US9136551B2	C07C 309/10
US20150252206A1	C09D 123/12
WO2015097559A1	G01N 21/64
WO2015100277A2	C12P 21/02
WO2015100282A1	C07D 471/04
WO2015124903A1	B29C 67/00
EP1778639B1	C07D 217/00
EP1826200B1	C07C 323/63
US9138730B2	C07C 17/00
US20150238492A1	A61K 31/519
US20150238560A1	A61K 38/08
US20150253309A1	G01N 33/50
EP2914563A1	C04B 35/622
EP2914607A1	C07F 9/24
WO2015102118A1	NOT FOUND
WO2015127175A1	C07C 255/03
WO2015127226A1	C07C 323/31
WO2015127388A1	A23C 19/00
EP2459578B1	C07F 9/145
EP2464635B1	C07D 249/04
US9139514B2	C07C 231/08
US9139609B2	A61K 31/70
US20150223738A1	A61B 5/1459
US20150223739A1	A61B 5/1459
EP2914713A1	C12M 3/00
WO2015103507A1	C07D 213/81
WO2015103508A1	C07D 213/81
WO2015103509A1	C07D 403/12
WO2015103510A1	C07D 309/08
WO2015103527A1	C07D 409/00
WO2015128277A1	C08G 65/26
WO2015128352A1	B01L 3/00
EP1937682B1	C07D 471/04
EP2484672B1	C07D 401/04
EP2488509B1	C07D 309/34
US9139823B2	C12N 9/24
US9140682B2	G01N 27/00
WO2014052699A9	C07D 471/04
US20150239833A1	C07C 317/28
US20150239881A1	C07D 417/14
US20150239923A1	C07H 3/06
US20150240071A1	C08L 63/10
US20150255721A1	H01L 51/00
EP2915825A1	C08F 10/06
EP2915848A1	C08L 63/00
EP2915849A1	C08L 69/00
EP2915858A1	C09J 123/00
WO2015104232A1	C08G 18/63
WO2015104431A1	C12N 15/10
WO2015105313A1	C07D 495/04
WO2015105315A1	C07D 495/04
WO2015105316A1	C07D 495/04
WO2015130694A1	A61K 38/22
EP1984318B1	C07C 69/54
EP1987089B1	C08K 3/10
EP2010556B1	C07K 14/505
EP2509972B1	C07D 333/28
US9140981B2	G03F 7/004
US20150225346A1	C07D 215/227
US20150225436A1	NOT FOUND
US20150240224A1	NOT FOUND
US20150240378A1	C25D 11/24
EP2917178A2	C07C 323/12
WO2015107057A1	C07D 295/096
EP2059503B1	C07D 231/38
EP2530119B1	C08L 33/04
US20150209445A1	A61K 47/48
US20150225503A1	C08G 64/30
US20150225522A1	C08J 5/18
US20150225596A1	NOT FOUND
US20150225676A1	C11D 3/43
US20150225785A1	NOT FOUND
US20150241440A1	G01N 33/58
US20150241769A1	G03F 7/027
EP2917264A1	C08G 65/00
WO2015107490A1	C08G 73/02
WO2015107542A2	C07D 409/06
WO2015108301A1	C07D 495/04
EP2083764B1	A61L 31/06
EP2547676B1	C07D 417/12
US9145360B2	C08G 63/68
US9145410B2	C07D 471/04
US9145438B2	A01N 43/04
US20150210620A1	C07C 46/02
US20150210650A1	C07D 239/48
US20150210678A1	C07D 417/12
US20150210702A1	C07D 487/04
US20150226738A1	G01N 33/553
EP2906212A1	A61K 31/17
WO2015110271A1	C07D 471/08
WO2015110446A1	C07D 417/14
WO2015110467A1	C07D 405/14
WO2015134210A1	C07D 419/14
WO2015134366A1	A61K 31/5377
EP2137179B1	C07D 401/14
US20150210713A1	C07D 495/10
US20150210808A1	C08G 73/06
US20150210835A1	C08K 7/14
US20150210852A1	C08L 77/06
US20150228498A1	H01L 21/308
US20150243908A1	H01L 51/00
EP2906557A1	C07D 405/14
EP2906619A1	C08J 5/24
EP2906622A1	C08K 3/04
WO2015110827A1	C08J 5/22
WO2015110828A1	C08J 5/22
WO2015110935A1	C07D 487/04
WO2015136015A1	C07C 37/20
WO2015136073A1	A61K 31/519
EP2186799B1	C07C 381/12
EP2588531B1	C08L 67/02
US20150211059A1	C12Q 1/68
US20150212407A1	G03F 7/004
US20150228908A1	H01L 51/00
US20150228909A1	H01L 51/00
US20150245864A1	A61B 18/00
EP2919770A2	A61K 31/015
EP2920178A1	C07D 487/04
WO2015112636A1	A61K 51/00
WO2015137630A1	C07D 491/04
WO2015137838A1	C07H 9/06
EP2217226B1	C07D 239/42
EP2217612B1	NOT FOUND
EP2604268B1	NOT FOUND
US20150246047A1	NOT FOUND
US20150246142A1	A61K 51/04
US20150246339A1	NOT FOUND
US20150246878A1	NOT FOUND
EP2907815A2	NOT FOUND
WO2015114395A1	C07D 295/08
WO2015138907A2	A61K 47/48
EP2627771B1	NOT FOUND
US20150231149A1	A61K 31/551
US20150231168A1	NOT FOUND
US20150246881A1	C07D 207/38
US20150246886A9	C07D 217/24
US20150246915A1	C07D 471/04
US20150246934A1	C07D 519/00
US20150246938A1	C07F 7/18
US20150246939A1	C07F 9/48
US20150247036A1	C08L 67/04
US20150247137A1	C12N 9/42
EP2921508A1	C08F 10/06
WO2015116755A2	C07D 239/48
WO2015117146A1	A61K 31/197
WO2015117147A1	A61K 31/197
EP2646454B1	C07H 19/14
EP2646533B1	C11D 1/62
EP2650321B1	C08J 5/12
US9090722B2	B82Y 40/00
US9112094B2	H01L 31/18
US9113536B2	C09K 11/06
US9133119B2	C07D 209/86
US9133140B2	NOT FOUND
US9133145B2	A61K 31/496
US9133186B2	C07D 487/04
US9133207B2	C07D 491/18
US9133235B2	C07K 5/087
US9133241B2	C07K 7/06
US9133243B2	A61K 38/10
US9133244B2	A61K 38/10
EP2894157A1	C07D 493/04
EP2894180A1	C08G 18/63
US20150191755A1	C12P 7/62
US20150270188A1	NOT FOUND
US20150270498A1	H01L 51/00
US9091918B2	G03F 7/004
EP2723736B1	C07D 471/04
US9115064B2	C07C 303/00
US9115086B2	C07D 213/30
US9115107B2	C07D 307/68
US9115147B2	A61K 31/695
US9072748B2	C07D 405/06
EP2895482A1	C07D 413/14
EP2895488A1	C07D 487/04
US20150194614A1	H01L 51/00
EP2723885B1	C12Q 1/04
EP2731940B1	C07D 401/04
EP2731942B1	C07D 401/12
EP2734567B1	C08G 64/00
US9095571B2	C07D 401/12
US9095572B2	C07D 209/82
US9115375B2	NOT FOUND
US9115397B2	C07D 215/00
US9072887B2	H03F 1/26
US9073829B2	A61K 31/65
US9073855B2	C07D 401/10
US9073923B2	C07D 513/04
US9073937B2	C07D 487/22
US20150196253A1	A61B 5/00
EP2738199B1	C08G 73/10
EP2742039B1	C07D 403/04
US20150258048A1	A61K 31/192
US9096503B2	C08F 12/30
US9096521B2	C07D 217/02
US9096558B2	C07D 285/08
US9096609B2	C07D 487/18
US9096627B2	A61K 31/4184
US9096634B2	C07H 19/16
US9096697B2	C08F 20/18
US9096714B2	C08G 69/26
US9096717B2	C08G 64/42
US9073978B2	C07H 1/00
US9074028B2	C07F 15/00
US9074096B2	H01L 23/29
US20150197047A1	B29C 45/14
EP2758454B1	C08G 75/02
US20150259227A1	C02F 1/469
US9096773B2	C08G 59/17
US9096786B2	B32B 3/10
US9097676B2	NOT FOUND
US9119307B2	C08K 3/34
EP2897937A1	C07D 215/26
EP2897973A1	C07K 14/335
US20150197522A1	C07D 487/04
US20150197544A1	C07K 5/09
US20150197682A1	C09K 8/32
US20150197780A1	C12P 19/14
US20150259475A1	C08G 65/26
US20150259488A1	C08J 5/22
US20150259580A1	C09J 163/00
US9119945B2	A61M 5/00
US9120804B2	A61K 31/536
US20150198602A1	G01N 33/574
US20150198743A1	G02B 1/04
US20150198913A1	G03G 15/16
US9101140B2	A01N 43/647
US9101418B2	A61B 17/88
US9120861B2	C07K 14/00
US9120893B1	C08G 64/06
US9120894B2	C08G 85/00
US9120984B2	C10G 45/06
US9121885B2	G01N 27/72
US9078902B2	C07D 403/14
EP2899192A1	C07D 471/08
US20150200371A1	H01L 51/00
US20150260885A1	G02B 5/20
US20150260889A1	G02B 5/28
US9079830B2	C07C 309/00
US9079890B2	C07D 417/00
US9079912B2	A61K 31/519
US9079917B2	NOT FOUND
US9079966B2	C07K 1/00
US9080010B2	C08G 65/04
US9080036B2	C08L 81/04
EP2900239A1	A61K 31/44
EP2900366A1	B01J 20/28
US9102665B2	C07D 215/14
US9123794B2	H01L 29/06
US9125307B2	NOT FOUND
US9080160B2	C12N 9/42
US9080161B2	C12P 21/06
US9080194B2	C12P 19/14
US9080981B2	G01J 3/44
EP2900634A1	C07D 207/08
EP2900661A2	C07D 413/04
EP2900666A1	C07F 9/6584
EP2900669A1	C07D 487/04
EP2900731A1	C08G 73/02
US20150202310A1	A61K 47/48
US20150263293A1	H01L 51/00
US20150263296A1	H01L 51/00
US9103810B2	G01N 30/04
US9103964B2	A61F 2/16
US9125913B2	A61K 31/495
US9125948B2	A61K 9/14
US9126147B2	C08J 7/14
US20150202610A1	B01J 31/24
US20150203442A1	C07C 233/33
US20150203450A1	C07D 209/34
US20150265516A1	A61K 8/64
US20150265556A1	A61K 31/166
US9085570B2	NOT FOUND
US9105382B2	C08K 9/04
US9105796B2	B82Y 30/00
US9126922B2	C07C 59/147
US9126943B2	H01L 51/54
US9127041B2	A61K 38/00
US9127107B2	C08F 2/38
US9127112B2	C08L 53/00
EP2902096A1	B01D 71/40
EP2902097A1	B01D 67/00
EP2902434A1	C08J 5/06
US20150203710A1	C09D 143/02
US20150203831A1	C12N 9/42
US20150203910A1	C12Q 1/68
US20150203911A1	C12Q 1/68
US9085665B1	B29C 67/20
US9085685B2	H01L 21/18
US9085802B2	C12Q 1/68
US9127138B2	C08G 8/28
US9127142B2	C08K 5/20
US9127150B2	B29C 70/02
EP2890744A1	C08L 79/02
EP2903412A1	A01H 1/00
EP2903605A1	A61K 31/08
US20150266817A1	C07C 317/32
US20150266838A1	C07D 271/12
US20150266865A1	C07D 413/12
US20150266867A1	C07D 417/14
US20150266880A1	C07D 487/04
US9087993B2	H01L 51/50
US9108180B2	C07C 17/00
US9108916B2	A61K 31/403
US9108930B2	C07D 249/06
US20150189886A1	A01N 57/12
US20150190394A1	A61K 31/4985
US20150267140A1	C10M 163/00
US20150267184A1	C12N 9/42
US9089500B2	A61K 31/513
US9109215B2	C12N 9/24
EP2892565A1	A61K 47/48
US9090473B2	C07C 15/14
US9090575B2	C07D 295/096
US9090584B2	A61K 31/381
US9090586B2	NOT FOUND
US9090630B2	C07D 471/22
US9090639B2	A61K 31/675
US9090644B2	C07H 5/04
US9090651B2	A61K 31/565
US9110205B2	G02B 13/00
US9132140B2	A61K 31/69
EP2892929A1	C07K 19/00
EP2892958A1	C08L 71/00
US20150191443A1	C07D 307/94
US20150191483A1	C07D 493/04
US20150191503A1	C07H 15/04
EP2694525B1	C07H 19/02
EP2831054A1	C07D 311/76
US20150002364A1	H01Q 1/42
US20150011772A1	C07C 253/30
US20150011737A1	C08H 7/00
US20150038463A1	C07F 9/6561
US8928158B2	H01L 23/29
US8945769B2	H01M 4/60
US8957172B2	C08F 4/76
US8993804B2	C07C 211/00
WO2015025164A1	C07C 235/52
WO2015025025A1	C07D 401/14
WO2015011135A1	C08F 210/06
WO2015017393A2	A61K 31/496
EP2346831B1	C07D 231/14
EP2393796B1	C07D 309/32
EP2462121B1	C07D 237/22
EP2835429A1	C12Q 1/68
EP2549868B1	C07D 403/04
EP2831048A1	C07C 211/35
EP2843006A1	C09C 3/10
EP2848650A1	C08L 53/02
US20150031782A1	C08G 63/688
US20150035175A1	H01L 23/29
US20150057265A1	C07D 495/04
US20150048311A1	H01L 33/50
US20150087864A1	C07C 45/50
US20150080586A1	C07D 307/89
US20150083970A1	C09K 11/06
US20150073013A1	C07D 471/04
US8932974B2	B01J 29/06
US8927677B2	B32B 27/38
US8946244B2	A61K 31/52
US8957248B2	C07C 51/43
US8969579B2	C07D 307/91
WO2015004536A1	C07D 317/36
WO2015028409A1	C07D 207/08
WO2015028463A1	C07D 311/70
WO2015012467A1	C07F 9/50
EP2467694B1	G01N 1/30
EP2368930B1	C08G 59/68
EP2278017B1	A01H 1/00
EP1814850B9	C07D 207/32
EP2833394A1	H01L 21/58
EP2826800A1	C08G 59/40
US20150011603A1	C07D 207/34
US20150038332A1	A01N 43/90
US20150050000A2	C03C 25/10
US20150087699A1	C07D 311/36
US8946225B2	A61K 31/50
US8945420B2	C09K 19/34
US8951706B2	G03G 9/087
US8987488B2	A01H 5/10
WO2015000549A1	NOT FOUND
WO2015009847A1	NOT FOUND
EP2831073A2	NOT FOUND
US20150001471A1	NOT FOUND
US20150004110A1	NOT FOUND
EP2842940A1	NOT FOUND
US20150031627A1	A61K 38/00
US20150056616A1	C12Q 1/68
US8927749B2	C07F 7/00
US8962838B2	C07F 15/00
US8946212B2	A61K 31/538
US8993767B2	C07D 215/38
US8987347B2	C08J 5/14
US8981042B2	C08G 79/04
WO2015006524A1	NOT FOUND
WO2015009832A1	NOT FOUND
EP2835373A1	NOT FOUND
EP2836488A1	C07D 403/04
EP2590930B1	C07C 59/72
EP2829546A2	C07F 9/6571
EP2824120A1	C08F 36/08
US20150034881A1	H01M 4/62
US20150021557A1	H01L 51/00
US20150087675A1	C07D 409/06
US20150072948A1	A61K 31/7068
US8937138B2	C08F 4/52
US8933062B2	NOT FOUND
US8933089B2	A61K 31/515
US8940908B2	C07D 417/12
US8957181B2	C08G 75/00
US8956876B2	G01N 33/58
US8946440B2	A61K 31/381
US8969629B2	C07C 41/30
US8975414B2	C07F 15/00
WO2015036074A1	C09K 11/06
WO2015010281A1	C08L 63/00
WO2015018757A1	A61K 31/593
WO2015011152A2	C07F 9/6541
EP1723194B1	C08J 7/046
EP1410448B1	H01L 51/50
EP2835374A1	C07F 15/00
EP2640725B1	C07D 487/04
EP2825605A1	C08L 63/00
EP2844647A1	C07D 311/36
US20150037592A1	C09D 175/14
US20150057415A1	C08F 293/00
US20150053939A1	H01L 51/00
US20150072345A1	C07H 19/20
US20150073170A1	C07C 327/22
US8961924B2	A61K 51/00
US8946391B2	C12P 21/08
US8946697B1	H01L 51/00
US8993746B2	C07H 21/00
US8986993B2	A01N 43/38
US8981029B2	NOT FOUND
WO2015006520A1	C07D 401/10
WO2015011400A1	C07D 401/14
EP2643339B1	C07H 15/04
EP2828860A2	G11C 29/44
US20150001524A1	H01L 51/00
EP2842737A1	B32B 9/00
EP2847210A2	A61P 1/16
EP2848612A1	C07D 317/22
US20150037588A1	G03F 7/027
US20150005167A1	A01N 43/40
US20150028261A1	C08G 61/12
US20150059853A1	H01L 51/00
US20150038516A1	C07D 403/12
US20150051201A1	C07D 487/04
US20150056454A1	C09D 183/06
US20150080628A1	C07C 2/34
US8927731B2	NOT FOUND
US8932623B2	A61K 31/75
US8962606B2	A61K 31/33
US8968885B2	H01L 51/54
US8975277B2	A01N 43/42
US8975405B2	C07D 221/16
US8975366B2	C08G 75/00
US8980903B2	NOT FOUND
WO2015014816A1	C07C 217/44
EP1764375B1	C08F 4/54
EP2595970B1	C07D 271/06
EP2578564B1	C07C 45/42
EP2829558A1	C08F 210/06
EP2828303A1	C08F 10/00
EP2845882A2	C09B 23/00
US20150031648A1	C07F 9/6561
US20150010505A1	C07D 405/14
US20150005276A1	C07D 413/14
US20150011547A1	C07D 471/04
US20150011775A1	C07D 277/24
US20150050706A1	C07D 267/00
US20150065671A1	H01L 51/00
US20150072894A1	C09B 23/08
US20150080339A1	C07F 5/02
US8937139B2	C08F 110/02
US8951986B2	A61K 31/70
US8993751B2	NOT FOUND
US8969438B2	C08J 3/20
US8975437B2	C07C 67/02
WO2015037018A1	A61K 31/505
WO2015041428A1	H01L 51/50
WO2015035217A1	C07F 5/04
WO2015031352A1	C07D 307/80
WO2015024000A2	A61K 51/04
WO2015012904A2	A61K 47/48
WO2015017863A1	C12Q 1/68
WO2015013835A1	C07D 401/14
EP1924357B1	B01J 31/24
EP2834286A1	C08G 73/06
EP2825594A1	C08L 63/02
US20150001496A1	H01L 51/00
US20150001472A1	H01L 51/00
EP2841440A1	C07F 15/00
US20150038694A1	A61K 47/48
US20150051411A1	C07D 311/00
US20150080473A1	C07C 233/91
US20150073115A1	C08G 18/00
US8933441B2	C07D 417/14
US8940416B2	H01L 51/54
US8933269B2	C07C 59/00
US8963344B2	H01L 23/29
US8940856B2	C08G 75/00
US8946347B2	C08L 9/00
US8987440B2	C07D 498/02
US8975394B2	C08B 37/00
US8980606B2	NOT FOUND
WO2015032702A1	C07D 231/36
WO2015038493A1	C07D 305/14
WO2015004007A1	C07D 401/04
WO2015004610A1	A61K 31/402
WO2015018322A1	G01N 21/64
WO2015020399A1	C07D 498/04
EP2851378A1	C08G 2/10
US20150031041A1	C12Q 1/68
US20150028323A1	H01L 51/00
US20150011611A1	C12N 15/113
US20150065339A1	B01J 31/12
US20150038511A1	C07D 401/04
US20150051255A1	C07D 277/34
US20150051353A1	C08F 8/04
US20150050780A1	C09J 7/10
US20150072583A1	C08L 63/04
US8927589B2	A61K 31/40
US8962857B2	C07D 263/02
US8962626B2	A01N 43/58
US8987272B2	C07D 487/04
US8975438B2	C07C 259/04
WO2015003747A1	A61K 47/48
WO2015028284A1	B01J 31/18
WO2015015368A1	C07D 333/18
EP2459571B1	C07D 498/04
EP2570463B1	C09D 183/04
EP2822942A1	C07D 405/14
EP2821821A1	G02B 5/30
EP2844658A1	C07D 471/04
US20150023921A1	C07C 279/22
US20150060732A1	C09K 19/30
US20150051199A1	C07C 225/16
US20150048495A1	C09J 11/06
US20150065668A1	C08F 4/6592
US20150080450A1	C07D 207/08
US20150080318A1	C07K 9/00
US8933165B2	C08F 8/30
US8962510B2	B01J 37/00
US8940932B2	C07C 51/12
US8957159B2	C08L 23/00
US8957097B2	A01N 43/76
US8992763B2	C10M 171/04
US8969383B2	NOT FOUND
US8975359B2	C08G 14/06
WO2015035426A1	C07D 487/04
WO2015040140A1	A61K 47/48
WO2015009471A1	C08F 4/6592
EP2065378B1	C07D 401/10
EP2825531A1	C07D 307/62
US20150005245A1	C07H 19/056
US20150050714A1	A61K 47/48
US20150073139A1	C07D 207/08
US8993127B2	H01L 51/54
US8987355B2	C08K 7/18
USRE45364E1	C07D 401/12
WO2015028281A1	B01J 31/18
WO2015011206A1	C07C 319/02
EP2836474A1	C07C 45/50
EP2554580B1	C08J 5/20
EP2528910B1	C07D 401/06
EP2824129A1	C08G 75/08
US20150037497A1	C09J 163/00
US20150005509A1	H01L 51/00
US20150011533A1	C07D 471/04
US20150051218A1	C07D 471/04
US20150087750A1	D01F 2/00
US20150087648A1	C07D 487/04
US20150086473A1	B01J 31/22
US8946507B2	A01H 1/00
US8952161B2	C07D 513/02
US8981366B2	H01L 51/50
WO2015040114A1	C07D 231/06
WO2015010994A1	B01J 29/90
EP2569323B1	C07F 15/00
EP2702083B1	C08K 5/00
US20150021763A1	H01L 23/29
US20150021586A1	H01L 51/00
US20150010938A1	G01N 33/68
US20150057449A1	B01J 31/16
US20150041788A1	H01L 51/50
US8937183B2	C07F 5/04
US8933270B2	C07C 59/10
US8933090B2	A61K 31/506
US8968888B2	H01L 51/54
US8941007B2	H01L 31/00
US8946339B2	C08L 9/06
US8993702B2	C08F 210/02
US8969347B2	A61K 31/44
US8969910B2	C08L 83/07
US8981001B2	C08G 18/08
WO2015002918A1	C07C 275/42
EP2430091B1	C08K 9/04
EP2834214A1	C07C 69/753
EP2829539A1	C07D 401/14
EP2841421A1	C07D 213/75
EP2844690A1	C08K 3/00
EP2848604A1	C07C 45/50
US20150031603A1	C07K 5/103
US20150010453A1	B01D 53/86
US20150057240A1	C07H 15/203
US20150053901A1	C07F 9/59
US20150069350A1	H01L 51/52
US20150065734A1	C07D 307/80
US20150072956A1	C07F 5/02
US20150079412A1	C09D 7/12
US8927722B2	C07D 453/04
US8962744B2	C08L 9/00
US8962665B2	A61K 31/42
US8969482B2	C08F 210/02
US8981118B2	C07D 495/04
US8981103B2	C07D 215/00
WO2015032790A1	C07D 471/04
WO2015011132A2	C07F 9/6571
EP2445949B1	C08G 59/42
EP2826802A1	C08G 61/08
EP2828272A1	C07F 9/6506
US20150005440A1	C08F 236/06
US20150038339A1	C12Q 1/68
US20150087600A1	C07K 5/078
US20150079736A1	H01L 21/56
US20150072970A1	C07D 487/04
US8946430B2	C07D 215/38
US8993772B2	C07D 213/803
US8975254B2	C07D 231/14
US8987254B2	NOT FOUND
WO2015007711A1	C07D 401/12
WO2015031561A1	C07C 29/32
EP2455457B1	C12N 9/14
EP2155194B1	A61K 31/435
EP2830397A1	H05B 33/12
EP2822921A1	C07C 29/141
EP2820025A1	C07F 7/18
EP2838534A2	A61K 31/4439
EP2838968A1	C09J 153/02
EP2842951A1	C07D 311/70
EP2851192A1	C08J 7/048
EP2851403A1	C09D 133/14
US20150031540A1	A01N 43/54
US20150031217A1	H01L 21/56
US20150010710A1	C09D 161/28
US20150025043A1	A61K 47/26
US20150025126A1	A61K 47/48
US20150011698A1	C08F 36/06
US20150023990A1	C07D 471/04
US20150021524A1	H01L 51/00
US20150041726A1	H01L 51/00
US20150045560A1	C07F 7/08
US20150045603A1	B01J 31/24
US20150076470A1	H01L 51/00
US8937067B2	A61K 31/502
US8963180B2	H01L 33/60
US8987233B2	C09B 69/00
WO2015039807A1	C09D 133/14
WO2015033301A1	C07D 271/06
WO2015033307A1	C07D 401/14
WO2015021509A1	C07K 17/14
WO2015011134A1	C08F 110/06
EP2455458B1	C12N 9/14
EP2102198B1	C07D 413/12
EP1723152B1	C07D 519/00
EP2831078A2	C07D 487/04
EP2832772A1	C08J 3/20
EP2578563B1	C07C 43/03
EP2523952B1	C07D 413/12
EP2830595A1	A61K 9/127
US20150025208A1	NOT FOUND
US20150011878A1	A61K 49/00
US20150021590A1	NOT FOUND
US20150073133A1	C12N 15/113
US8933183B2	C08F 20/10
US8927581B2	A01N 43/14
US8962674B2	A61K 31/404
US8946096B2	H01L 21/02
US8941008B2	H01L 31/04
US8946316B2	A23B 7/16
US8946429B2	C07C 319/28
US8952114B2	C08F 4/76
US8969493B2	C08F 10/10
US8987471B2	C07D 231/06
US8979261B2	B29D 11/00
US8980950B2	A61K 31/195
US8981028B2	C08F 110/00
US8981100B2	C07D 491/16
WO2015036927A1	C07K 7/02
WO2015022547A1	C07D 401/04
